id,name,url,country,location,timezone,language,bundle,keywords
0,100Reporters,http://100r.org/,US,Washington,America/New_York,en,,"Home page for 100Reporters nonprofit news organization, reporting on corruption, government accountability and coronavirus-related power grabs."
1,Baahrakhari,https://baahrakhari.com/,NP,Kathmandu,Asia/Kathmandu,ne,,"Baahrakhari is an independent media house that believes in democracy, freedom and the rule of law."
2,14 East,http://fourteeneastmag.com/,US,Chicago,America/Chicago,en,illinois|chicago,No description available
3,19th,https://19thnews.org/,US,Austin,America/Chicago,en,feminist,"The 19th is an independent, nonprofit newsroom reporting at the intersection of gender, politics and policy."
4,1News,https://www.1news.co.nz/,NZ,Auckland,Pacific/Auckland,en,,"Latest News, 1News breaking news, in-depth analysis, political and economic news, business , sports, and entertainment and award-winning journalism from New Zealand’s most trusted news source, 1News"
5,20 Minutes,https://www.20minutes.fr/,FR,Paris,Europe/Paris,fr,,"Suivez l’actualité du jour sur 20 Minutes, média gratuit et indépendant. Politique, Sport, Culture, High Tech, Ecologie… Toute l’info en continu"
6,KMTV 3 News Now,https://www.3newsnow.com/,US,Omaha,America/Chicago,en,nebraska,"Omaha-metro area's source for news, traffic, weather, and sports on KMTV and 3NewsNow.com."
7,404 Media,https://www.404media.co/,US,San Francisco,America/Los_Angeles,en,tech,"404 Media is a new independent media company founded by technology journalists Jason Koebler, Emanuel Maiberg, Samantha Cole, and Joseph Cox."
8,41NBC / WMGT,https://www.41nbc.com,US,Macon,America/New_York,en,georgia,"Middle Georgia news, weather, sports, and everything you need to know in between!"
9,6abc,https://6abc.com/,US,Philadelphia,America/New_York,en,pennsylvania|philadelphia,"Action News and 6abc.com are Philadelphia's source for breaking news, weather and video, covering Philadelphia, Pa., NJ, and Delaware."
10,9to5Mac,https://9to5mac.com/,US,Cupertino,America/Los_Angeles,en,tech,Apple News & Mac Rumors Breaking All Day
11,ABC News,https://abcnews.go.com/,US,New York City,America/New_York,en,us-national,"Your trusted source for breaking news, analysis, exclusive interviews, headlines, and videos at ABCNews.com"
12,ABC15 Arizona,https://www.abc15.com/,US,Phoenix,America/Phoenix,en,arizona,"Arizona’s source for breaking news, weather, traffic and in-depth investigations from ABC15 Arizona in Phoenix."
13,ABC 33/40 News,https://abc3340.com/,US,Birmingham,America/Chicago,en,alabama,"ABC 33/40 in Birmingham, Alabama offers news, sports, and weather reporting for the surrounding communities including Tuscaloosa, Anniston, Cullman, Gadsden, Talladega, Sylacauga, Carbon Hill, Jasper, Hoover, Bessemer, Vestavia Hills, Alabaster, Trussville and Homewood."
14,ABC7,https://abc7.com/,US,Los Angeles,America/Los_Angeles,en,socal|california,"Los Angeles breaking news and live streaming video. Covering LA, Orange County and Southern California."
15,KVIA,https://kvia.com/,US,El Paso,America/Denver,en,texas,No description available
16,ABC7 News,https://abc7news.com/,US,San Francisco,America/Los_Angeles,en,bay-area|california,"The Bay Area's source for breaking news, weather and live video. Covering San Francisco, Oakland, San Jose and all of the greater Bay Area."
17,ABC News,https://www.abc.net.au/news/,AU,Sydney,Australia/Sydney,en,,"Trusted and independent source of local, national and world news. In-depth analysis, business, sport, weather and more."
18,Aberdeen News,https://www.aberdeennews.com/,US,Aberdeen,America/Chicago,en,south-dakota|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Aberdeen, SD from Aberdeen News."
19,Albuquerque Business First,https://www.bizjournals.com/albuquerque/,US,Albuquerque,America/Denver,en,new-mexico,No description available
20,Albuquerque Journal,https://www.abqjournal.com/,US,Albuquerque,America/Denver,en,new-mexico,
21,Anchorage Daily News,https://www.adn.com/,US,Anchorage,America/Anchorage,en,alaska,No description available
22,Adnkronos,https://www.adnkronos.com/,IT,Rome,Europe/Berlin,it,,"News dell'ultima ora dall'Italia e dal mondo. Notizie, video, rubriche e approfondimenti su Sport, Cronaca, Economia, Politica, Salute e tanto altro"
23,Aftenposten,https://www.aftenposten.no/,NO,Oslo,Europe/Oslo,no,,Les Aftenposten for et raskt overblikk i dagens nyheter. For deg som vil forstå hvorfor ting skjer og hvordan de henger sammen. Journalistikk du kan stole på.
24,Aftermath,https://aftermath.site/,US,Albany,America/New_York,en,tech,"Aftermath is an independent, worker-owned website about video games, other media and internet culture."
25,Agência Brasil,https://agenciabrasil.ebc.com.br/,BR,Brasília,America/Sao_Paulo,pt,,"Agência pública de notícias da EBC. Informações sobre política, economia, educação, direitos humanos e outros assuntos."
26,Aviation International News,https://www.ainonline.com/,US,Midland Park,America/New_York,en,aviation,"Aviation International News is the industry's best read and most authoritative news publication, covering all aspects of aviation: business, military and transport."
27,Airline Reporter,https://www.airlinereporter.com/,US,Seattle,America/Los_Angeles,en,aviation,A Place to Share Your Passion for Airlines. Home of the AvGeek!
28,Airways,https://airwaysmag.com/,US,Miami,America/New_York,en,aviation,"Airways' latest updates, breakthroughs, and stories from the high-flying realm of airlines, aircraft, manufacturers, and the people who make it all possible."
29,Atlanta Journal-Constitution,https://www.ajc.com/,US,Atlanta,America/New_York,en,georgia,No description available
30,Al Jazeera English,https://www.aljazeera.com/,QA,Doha,Asia/Qatar,en,,"News, analysis from the Middle East & worldwide, multimedia & interactives, opinions, documentaries, podcasts, long reads and broadcast schedule."
31,Alaska’s News Source,https://www.alaskasnewssource.com/,US,Anchorage,America/Anchorage,en,alaska,"Alaska's News Source | Homepage | Anchorage, AK"
32,Alaska Public Media,https://alaskapublic.org/,US,Anchorage,America/Anchorage,en,alaska,Alaska Public Media harnesses the power of multiple media platforms to make a more informed and connected life possible for all Alaskans.
33,Alamogordo Daily News,https://www.alamogordonews.com/,US,Alamogordo,America/Denver,en,new-mexico|gannett,
34,Al Dia Dallas,https://www.dallasnews.com/espanol/al-dia/,US,Dallas,America/Chicago,es,texas,
35,Alabama Media Group,https://www.al.com/,US,Montgomery,America/Chicago,en,alabama,No description available
36,The Alliance Review,https://www.the-review.com/,US,Alliance,America/New_York,en,ohio|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Alliance, OH from The Alliance Review."
37,Alma Preta,https://almapreta.com/,BR,São Paulo,America/Sao_Paulo,pt,,No description available
38,Alabama Public Radio,https://www.apr.org/,US,Tuscaloosa,America/Chicago,en,alabama,"Alabama Public Radio is a network of public radio stations based in Tuscaloosa, Alabama that serves roughly the western half of the state of Alabama with classical, folk, jazz, and nostalgic music programs, as well as local news and news and feature programs from National Public Radio, Public Radio International, and American Public Media networks."
39,Alabama Reporter,https://www.alreporter.com/,US,Montgomery,America/Chicago,en,alabama,"We cover Alabama for Alabamians: politics, policy, elections, government and a range of issues that affect all Alabamians."
40,AlterNet,https://www.alternet.org/,US,Washington,America/New_York,en,us-left-wing,"Breaking news, political news, and investigative news reporting from AlterNet's team of journalists and prize-winning investigators. "
41,amaBhungane,https://amabhungane.org/,ZA,South Africa,Africa/Johannesburg,en,,No description available
42,Amarillo Globe-News,https://www.amarillo.com/,US,Amarillo,America/Chicago,en,texas|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Amarillo, TX from Amarillo Globe-News."
43,Amar Ujala,https://www.amarujala.com/,IN,New Delhi,Asia/Kolkata,hi,,"Hindi News (हिंदी न्यूज़) - Breaking News in Hindi, अमर उजाला हिन्दी न्यूज़ पेपर, पढ़िए देश, विदेश, खेल, मनोरंजन, राजनीति, क्राइम, ऑटोमोबाइल, टेक्नोलॉजी, शिक्षा, लाइफस्टाइल, क्रिकेट और ज्योतिष से सम्बंधित सभी समाचार AmarUjala.com पर. Get Latest and ब्रेकिंग न्यूज़ in Hindi."
44,Agência Amazônia,https://aamazonia.com.br/,BR,São Paulo,America/Sao_Paulo,pt,,
45,Ames Tribune,https://www.amestrib.com/,US,Ames,America/Chicago,en,iowa|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Ames, IA from The Ames Tribune."
46,Andscape,https://andscape.com/,US,Washington,America/New_York,en,sports,"Visit Andscape to get news and commentary that explores the intersections of race, sports, culture and more."
47,Annapurna Post,https://www.annapurnapost.com/,NP,Kathmandu,Asia/Kathmandu,ne,,"Nepal's leading news portal : breaking news, exclusive news, politics, society, culture, sports, economy, entertainment, business, local news, opinion, science, technology, crime update, multimedia, photo story"
48,Associated Press,https://apnews.com/,US,New York City,America/New_York,en,us-national,"Read the latest headlines, breaking news, and videos at APNews.com, the definitive source for independent journalism from every corner of the globe."
49,APM Reports,https://www.apmreports.org/,US,St. Paul,America/Chicago,en,,"APM Reports strives to raise awareness, trigger debate and prompt positive change via non-partisan, independent investigative and documentary journalism."
50,100 Days in Appalachia,https://www.100daysinappalachia.com/,US,Morgantown,America/New_York,en,,No description available
51,Sioux Falls Argus Leader,https://www.argusleader.com/,US,Sioux Falls,America/Chicago,en,south-dakota|gannett|minnesota|gannett|iowa|gannett,
52,Aristegui Noticias,https://aristeguinoticias.com/,MX,Mexico City,America/Mexico_City,es,,"Desde cualquier medio, periodismo en libertad"
53,Arizona Center for Investigative Reporting,https://azcir.org/,US,Phoenix,America/Los_Angeles,en,arizona,"An independent, nonprofit media organization dedicated to statewide accountability journalism in the Grand Canyon State and the Southwest."
54,Arkansas Democrat Gazette,https://www.arkansasonline.com/,US,Little Rock,America/Chicago,en,arkansas,"The Arkansas Democrat-Gazette is the largest source for award-winning news and opinion that matters to you. Featuring up to the minute breaking news and the most in-depth Razorback, business, and political coverage in Arkansas."
55,Arkansas Times,https://arktimes.com/,US,Little Rock,America/Chicago,en,arkansas,"Arkansas's source for breaking news and analysis, with coverage of politics, Little Rock, dining, entertainment, medical marijuana, art, health care and equality."
56,Ars Technica,https://arstechnica.com/,US,New York City,America/New_York,en,tech,"Serving the Technologist for more than a decade. IT news, reviews, and analysis."
57,Artha Sarokar,https://arthasarokar.com/,NP,Kathmandu,Asia/Kathmandu,ne,,No description available
58,Asahi Shimbun,https://www.asahi.com/,JP,Osaka,Asia/Tokyo,ja,,朝日新聞デジタルは朝日新聞のニュースサイトです。政治、経済、社会、国際、スポーツ、カルチャー、サイエンスなどの速報ニュースに加え、教育、医療、環境などの話題や写真も。
59,Asbury Park Press,https://www.app.com/,US,Asbury Park,America/New_York,en,new-jersey|gannett,"The home page for Monmouth County and Ocean County, NJ: breaking and in-depth local news, sports, business, obituaries, multimedia, databases, weather, Jersey Shore events, classifieds and more."
60,Asheville Citizen-Times,https://www.citizen-times.com/,US,Asheville,America/New_York,en,north-carolina|gannett,
61,Ashland.news,https://ashland.news/,US,Ashland,America/Los_Angeles,en,oregon,"Ashland.news - Independent, nonprofit, community-based news informing our local residents in current events and local stories."
62,Aspen Daily News,https://www.aspendailynews.com/,US,Aspen,America/Denver,en,,"The Aspen Daily News is the Roaring Fork Valley’s only independently owned newspaper. If you don't want it printed, don't let it happen."
63,Aspen Journalism,https://aspenjournalism.org/,US,Aspen,America/Denver,en,colorado,"Aspen Journalism's nonprofit newsroom reporting on water, environment, social justice, history and data from Aspen to Marble to upper Colorado River Basin."
64,Aspen Public Radio,https://www.aspenpublicradio.org/,US,Aspen,America/Denver,en,,NPR News for Aspen and the Valley
65,Jornal A Tarde,https://atarde.com.br/,BR,Bahia,America/Sao_Paulo,pt,,"Notícias Sobre Salvador e Região - Notícias, Classificados, Esportes e Cultura - A TARDE Online."
66,Above the Law,https://abovethelaw.com/,US,New York City,America/New_York,en,us-left-wing,"A Legal Web Site – News, Insights, and Opinions on Law Firms, Lawyers, Law School, Law Suits, Judges and Courts"
67,Atlanta Civic Circle,https://atlantaciviccircle.org/,US,Atlanta,America/New_York,en,georgia,"From democracy to housing news, Atlanta Civic Circle reports on critical issues facing our city. Subscribe to our weekly newsletter."
68,Augusta Chronicle,https://www.augustachronicle.com,US,Augusta,America/New_York,en,georgia,"Get the latest breaking news, sports, entertainment and obituaries in Augusta, GA from The Augusta Chronicle."
69,Austin Chronicle,https://www.austinchronicle.com/,US,Austin,America/Chicago,en,texas,"The Austin Chronicle is an independent, locally owned and operated alternative newsweekly that reflects the heart and soul of Austin, Texas."
70,Austin Vida,https://www.austinvida.com/,US,Austin,America/Chicago,en,texas,"Austin Vida amplifies, informs, and celebrates the Latinidad of Austin, Texas' local community with culturally-competent news that centers the voices of nuestra gente."
71,Aviation Herald,https://avherald.com/,AT,Austria,Europe/Vienna,en,aviation,"Aviation Herald - News, Incidents and Accidents in Aviation"
72,AeroTime Hub,https://www.aerotime.aero/,US,America,America/New_York,en,aviation,"Stay updated on the latest aviation news, insights, and analysis at AeroTime News. Explore breaking news, aircraft innovations, and exclusive interviews."
73,Aviation Week,https://aviationweek.com/,US,New York City,America/New_York,en,aviation,"Providing business-critical information, predictive intelligence and connections to the global aerospace, airline, defense, space, MRO and business aviation industries."
74,Asheville Watchdog,https://avlwatchdog.org/,US,Asheville,America/New_York,en,north-carolina,"Informing and engaging the citizens of Asheville and surrounding communities by providing fair, factual and reliable in-depth news stories about local government, institutions, issues, and people."
75,Arizona Republic,https://www.azcentral.com/,US,Phoenix,America/Phoenix,en,arizona|gannett,"azcentral.com is the digital home of The Arizona Republic newspaper, with breaking news and in-depth coverage of sports, things to do, travel and opinions."
76,Badger Project,https://thebadgerproject.org/,US,Madison,America/Chicago,en,wisconsin,"Nonpartisan, nonprofit, investigative journalism in Wisconsin"
77,Bakersfield Californian,https://www.bakersfield.com/,US,Bakersfield,America/Los_Angeles,en,,
78,Baltimore Beat,https://baltimorebeat.com/,US,Baltimore,America/New_York,en,maryland,No description available
79,Baltimore Business Journal,https://www.bizjournals.com/baltimore/,US,Baltimore,America/New_York,en,maryland,No description available
80,Baltimore Fishbowl,https://baltimorefishbowl.com/,US,Baltimore,America/New_York,en,maryland,No description available
81,Baltimore Banner,https://www.thebaltimorebanner.com/,US,Baltimore,America/New_York,en,maryland,"Baltimore news coverage, including politics, business, entertainment, food, and events. In-depth investigation and thoughtful opinion on the Baltimore region."
82,Baltimore Brew,https://www.baltimorebrew.com/,US,Baltimore,America/New_York,en,maryland,Error accessing https://www.baltimorebrew.com/: 502 Server Error: Bad Gateway for url: https://www.baltimorebrew.com/
83,Baltimore Magazine,https://www.baltimoremagazine.com/,US,Baltimore,America/New_York,en,maryland,No description available
84,The Baltimore Sun,https://www.baltimoresun.com/,US,Baltimore,America/New_York,en,maryland,No description available
85,Bangor Daily News,https://www.bangordailynews.com/,US,Bangor,America/New_York,en,maine,"Maine's premier news source. With local news from across the state, opinion, obits, and political coverage, The Bangor Daily News brings Maine together."
86,Free Press,https://www.thefp.com/,US,Los Angeles,America/Los_Angeles,en,us-right-wing,A new media company built on the ideals that were once the bedrock of American journalism.
87,The Barnstable Patriot,https://www.barnstablepatriot.com/,US,Barnstable,America/New_York,en,massachusetts|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hyannis, MA from Barnstable Patriot."
88,Examiner-Enterprise,https://www.examiner-enterprise.com/,US,Bartlesville,America/Chicago,en,oklahoma|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Bartlesville, OK from Examiner-Enterprise."
89,Ticker,https://theticker.org/,US,New York City,America/New_York,en,new-york-city|student,The student news site of Baruch
90,BBC,https://www.bbc.com/news,GB,London,Europe/London,en,,"Visit BBC News for up-to-the-minute news, breaking news, video, audio and feature stories. BBC News provides trusted World and UK news as well as local and regional perspectives. Also entertainment, business, science, technology and health news."
91,Battle Creek Enquirer,https://www.battlecreekenquirer.com/,US,Battle Creek,America/Detroit,en,michigan|gannett,
92,Local News Matters,http://www.localnewsmatters.org/,US,Berkeley,America/Los_Angeles,en,bay-area|california,"A nonprofit site bringing community coverage to the San Francisco Bay Area region so that the people, places and topics that deserve more attention get it."
93,The Beaver County Times,https://www.timesonline.com/,US,Beaver,America/New_York,en,pennsylvania|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Beaver, PA from Beaver County Times."
94,Akron Beacon Journal,https://www.beaconjournal.com/,US,Akron,America/New_York,en,ohio|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Akron, OH from Akron Beacon Journal."
95,Bellingcat,https://www.bellingcat.com/,GB,London,Europe/London,en,,No description available
96,Belfast Telegraph,https://www.belfasttelegraph.co.uk/,GB,Belfast,Europe/Dublin,en,,Get the latest news from Belfast and throughout Northern Ireland from Belfast to Derry/Londonderry from award-winning journalists.
97,The Berkeleyside,https://berkeleyside.org/,US,Berkeley,America/Los_Angeles,en,bay-area|california,"Berkeleyside is the leading local news source for breaking news, public safety, politics, food, real estate and development, education and more in Berkeley, California."
98,Berkshire Eagle,https://www.berkshireeagle.com/,US,Pittsfield,America/New_York,en,massachusetts,"Berkshire County, Massachusetts' No. 1, award-winning source for local news."
99,Better Government Association,https://www.bettergov.org/,US,Chicago,America/Chicago,en,illinois|chicago,"The BGA is a non-partisan, non-profit news organization and civic advocate working for transparency, efficiency and accountability in government in Chicago and across Illinois."
100,BFMTV,https://www.bfmtv.com/,FR,Paris,Europe/Paris,fr,,"BFMTV - 1ère sur l'info. Retrouvez toute l'actualité en direct, en photo et en vidéo sur l'info politique, sociale, économique, sportive et internationale."
101,Burlington Free Press,https://www.burlingtonfreepress.com/,US,Burlington,America/New_York,en,vermont|gannett,
102,BirminghamWatch,http://birminghamwatch.org/,US,Birmingham,America/Chicago,en,,Alabama Initiative for Independent Journalism
103,Bild,https://www.bild.de/,DE,Berlin,Europe/Berlin,de,,"BILD.de: Die Seite 1 für aktuelle Nachrichten und Themen, Bilder und Videos aus den Bereichen News, Wirtschaft, Politik, Show, Sport, und Promis."
104,Billings Gazette,https://billingsgazette.com/,US,Billings,America/Denver,en,montana,"Read Billings, MT news. Get the latest on Montana weather, sports, and things to do."
105,Billy Penn,https://billypenn.com/,US,Philadelphia,America/New_York,en,pennsylvania|philadelphia,"A member-supported news team bringing you everything from politics to neighborhoods, history, sports, food and fun."
106,The Bismarck Tribune,https://bismarcktribune.com/,US,Bismarck,America/Chicago,en,north-dakota,"Read breaking news for the state of North Dakota, county of Burleigh, and city of Bismarck, weather, traffic, crime, sports, entertainment, politics, and more from The Bismarck Tribune."
107,Bklyner,https://bklyner.com/,US,Brooklyn,America/New_York,en,new-york-city|new-york-state,No description available
108,Black by God,https://blackbygod.org/,US,Black Appalachia,America/New_York,en,,BLACK BY GOD | The West Virginian is a community-led news organization.
109,Bleacher Report,https://bleacherreport.com/,US,New York City,America/New_York,en,sports,"Fan easier, fan faster and fan better with Bleacher Report. Keep up with the latest storylines, expert analysis, highlights and scores for all your favorite sports."
110,Block Club Chicago,https://blockclubchicago.org/,US,Chicago,America/Chicago,en,illinois|chicago,"Block Club Chicago is a nonprofit news organization dedicated to delivering reliable, nonpartisan and essential coverage of Chicago’s diverse neighborhoods."
111,Bloomberg Japan,https://www.bloomberg.co.jp/,JP,Tokyo,Asia/Tokyo,ja,,世界の最新金融ニュース、マーケット情報、市場の分析や、マーケットデータ、金融情報をご提供しています。株式、投資信託から、世界各国の株価指数、金利/債券、商品先物など最新のマーケット情報を掲載。ブルームバーグ
112,blueridgenow.com,https://www.blueridgenow.com/,US,Hendersonville,America/New_York,en,north-carolina|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hendersonville, NC from blueridgenow.com."
113,Bluffton Today,https://www.blufftontoday.com/,US,Bluffton,America/New_York,en,south-carolina|gannett,"Get the latest breaking news, sports, entertainment and obituaries in ~city~, ~state~ from ~sitename~."
114,Boing Boing,https://boingboing.net/,US,San Francisco,America/Los_Angeles,en,tech,"Boing Boing is the Web's favorite site devoted to technology, entertainment, and culture. Launched in 1989 as a print 'zine and still..."
115,Bon Appetit,https://www.bonappetit.com/,US,New York City,America/New_York,en,,"Cook with confidence. Enjoy your food. Find recipes, search our encyclopedia of cooking tips and ingredients, watch food videos, and more."
116,Bongino Report,https://bonginoreport.com/,US,Florida,America/New_York,en,us-right-wing,
117,Borderless,https://borderlessmag.org/,US,Chicago,America/Chicago,en,illinois|chicago,No description available
118,Boston Business Journal,https://www.bizjournals.com/boston/,US,Boston,America/New_York,en,massachusetts,No description available
119,Boston Globe,https://www.bostonglobe.com/,US,Boston,America/New_York,en,massachusetts,"New England’s best source for news, sports, opinion and entertainment. The Globe brings you breaking news, Spotlight Team investigations, year-round coverage of the Red Sox, Patriots, Celtics and Bruins, sharp editorials, stunning photography, and engaging arts, food and lifestyle journalism."
120,Boston Herald,https://www.bostonherald.com/,US,Boston,America/New_York,en,massachusetts,"The Boston Herald is the leading source of breaking news, local news, sports, politics, entertainment, opinion and weather in Boston, Massachusetts."
121,Redding Record Searchlight,https://www.redding.com/,US,Redding,America/Los_Angeles,en,california|gannett,
122,Breitbart,https://www.breitbart.com/,US,Los Angeles,America/New_York,en,us-right-wing,Syndicated news and opinion website providing continuously updated headlines to top news and analysis sources.
123,Brooklyn Paper,https://www.brooklynpaper.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,"Stay updated with Brooklyn Paper: Your premier source for the latest Brooklyn news, community events, and neighborhood insights"
124,Bergens Tidende,https://www.bt.no/,NO,Bergen,Europe/Oslo,no,,"Vestlandets største regionavis med alltid oppdaterte nyheter innenfor innenriks, utenriks, sport og kultur."
125,Bucyrus Telegraph Forum,https://www.bucyrustelegraphforum.com/,US,Bucyrus,America/New_York,en,ohio|gannett,Bucyrus Ohio News - bucyrustelegraphforum.com is the home page of Bucyrus Ohio with in depth and updated Bucyrus local news. Stay informed with both Bucyrus Ohio news as well as headlines and stories from around the world.
126,Bulwark,https://www.thebulwark.com/,US,Washington,America/New_York,en,us-right-wing,"Analysis and reporting on politics and culture in America. Home to Sarah Longwell, Tim Miller, Bill Kristol, JVL and more. No partisan loyalties. No tribal prejudices. Click to read The Bulwark, a Substack publication with hundreds of thousands of subscribers."
127,Burlington County Times,https://www.burlingtoncountytimes.com/,US,Willingboro,America/New_York,en,new-jersey|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Willingboro, NJ from Burlington County Times."
128,Bloomberg,https://www.bloomberg.com/,US,New York City,America/New_York,en,us-national,No description available
129,Buzzfeed News,https://www.buzzfeednews.com/,US,New York City,America/New_York,en,,"BuzzFeed News has breaking stories and original reporting on politics, world news, social media, viral trends, health, science, technology, entertainment, and LGBTQ issues."
130,Calcalist,https://www.calcalist.co.il/,IL,Tel Aviv,Asia/Tel_Aviv,he,,"אתר כלכליסט הוא אתר החדשות הכלכלי המוביל בישראל. באתר מתפרסמות כל חדשות הכלכלה בארץ ובעולם, בורסה, טכנולוגיה, נדלן, משפט ושיווק"
131,Corpus Christi Caller Times,https://www.caller.com/,US,Corpus Christi,America/Chicago,en,texas|gannett,
132,Calmatters,https://calmatters.org/,US,Sacramento,America/Los_Angeles,en,bay-area|california,"CalMatters is the leading nonprofit, nonpartisan newsroom committed to explaining California politics and policy."
133,Canopy Atlanta,http://canopyatlanta.org/,US,Atlanta,America/New_York,en,georgia,No description available
134,Canton Daily Ledger,https://www.cantondailyledger.com/,US,Canton,America/Chicago,en,illinois|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Canton, IL from Canton Daily Ledger."
135,The Canton Repository,https://www.cantonrep.com/,US,Canton,America/New_York,en,ohio|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Canton, OH from Canton Repository."
136,Cape Cod Times,https://www.capecodtimes.com/,US,Hyannis,America/New_York,en,massachusetts|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Hyannis, MA from Cape Cod Times."
137,Capital Gazette,https://www.capitalgazette.com/,US,Annapolis,America/New_York,en,maryland,No description available
138,Capital B Atlanta,https://atlanta.capitalbnews.org/,US,Atlanta,America/New_York,en,georgia,Capital B News - Atlanta Capital B News - Atlanta
139,Capitol News Illinois,https://www.capitolnewsillinois.com/,US,Springfield,America/Chicago,en,,"The latest Illinois news coverage of state government to newspapers, broadcast outlets and other media throughout Illinois."
140,CBC News,https://www.cbc.ca/news,CA,Toronto,America/New_York,en,,The latest news from across Canada and around the world.
141,Rádio CBN,https://cbn.globoradio.globo.com/,BR,Rio de Janeiro,America/Sao_Paulo,pt,,CBN A Rádio que toca notícia
142,CBS46,https://www.cbs46.com,US,Atlanta,America/New_York,en,georgia,"Atlanta News First | Local News, Weather, Sports | Atlanta, GA"
143,CBS7,https://www.cbs7.com/,US,Odessa,America/Chicago,en,texas,"CBS7 | Permian Basin, West Texas News | Midland, TX"
144,CBS Chicago,https://www.cbsnews.com/chicago/,US,Chicago,America/Chicago,en,illinois|chicago,Latest breaking news from CBS2 WBBM-TV Chicago.
145,CBS News,https://www.cbsnews.com/,US,New York City,America/New_York,en,us-national,"Watch CBS News live and get the latest, breaking news headlines of the day for national news and world news today."
146,Carlsbad Current-Argus,https://www.currentargus.com/,US,Carlsbad,America/Denver,en,new-mexico|gannett,
147,Chalkbeat,https://www.chalkbeat.org/,US,New York City,America/New_York,en,,Chalkbeat is a nonprofit news organization committed to covering one of America's most important stories: the effort to improve schools for all children.
148,Chequeado,https://chequeado.com/,AR,Buenos Aires,America/Buenos_Aires,es,,"Chequeamos el discurso público. Combatimos la desinformación. Buscamos mejorar la calidad del debate. Somos una organización sin fines de lucro, no partidaria."
149,chess24,https://chess24.com/en/read/news,DE,Hamburg,Europe/Berlin,de,chess,"Follow the latest news from the world of chess. Breaking stories about tournaments, events, players, and the state of the game."
150,ChessBase,https://en.chessbase.com/,DE,Hamburg,Europe/Berlin,en,chess,"ChessBase: Reports about chess - tournaments, championships, portraits, interviews, World Championships, product launches and more."
151,Chess.com,https://www.chess.com/news,US,San Francisco,America/Los_Angeles,en,chess,"Follow the latest news from the world of chess. Breaking stories about tournaments, events, players, and the state of the game."
152,Chicago Reader,https://chicagoreader.com/,US,Chicago,America/Chicago,en,illinois|chicago,"Chicago's alternative nonprofit newsroom. City Life, News & Investigations, Columns & Opinion, Music, Arts & Culture, Film, Food & Drink. Things to do. Nonprofit Guide. Online and print advertising opportunities."
153,Chicago Reporter,https://www.chicagoreporter.com/,US,Chicago,America/Chicago,en,illinois|chicago,No description available
154,Chicago Tribune,https://www.chicagotribune.com/,US,Chicago,America/Chicago,en,illinois|chicago,Get Chicago and Illinois news from The Chicago Tribune
155,The Pueblo Chieftain,https://www.chieftain.com/,US,Pueblo,America/Denver,en,colorado|gannett,"Get the latest breaking news, sports, entertainment and obituaries in Pueblo, CO from Pueblo Chieftain."
156,Chillicothe Gazette,https://www.chillicothegazette.com/,US,Chillicothe,America/New_York,en,ohio|gannett,Chillicothe Ohio News - chillicothegazette.com is the home page of Chillicothe Ohio with in depth and updated Chillicothe local news. Stay informed with both Chillicothe Ohio news as well as headlines and stories from around the world.
157,Chunichi Shimbun,https://www.chunichi.co.jp/,JP,Nagoya,Asia/Tokyo,ja,,中日新聞の総合ニュースサイト。東海地方・中部地方のニュースと生活情報を中心に、様々な地域情報を提供します。
158,Cicero Independiente,https://www.ciceroindependiente.com/,US,Cicero,America/Chicago,en,illinois|chicago,"Cicero Independiente is a bilingual, independent news outlet for Cicero & 
Berwyn, IL."
159,City & State New York,https://www.cityandstateny.com/,US,New York City,America/New_York,en,new-york-city|new-york-state,City &amp; State is the premier multimedia news organization dedicated to covering New York and Pennsylvania's local and state politics and policy.
160,City Journal,https://www.city-journal.org/,US,New York City,America/New_York,en,us-right-wing,No description available
161,City Limits,http://www.citylimits.org/,US,New York City,America/New_York,en,new-york-city|new-york-state,In-depth local news about New York City's most pressing issues
162,CivicLex,https://civiclex.org/,US,Lexington,America/New_York,en,,"CivicLex is a nonprofit organization strengthening civic health in 
Lexington, Kentucky. We report on city hall, bring residents together, and 
help the public more meaningfully engage with local government."
163,Honolulu Civil Beat,https://www.civilbeat.org/,US,Honolulu,US/Hawaii,en,hawaii,"Hawaii news daily. In-depth reporting on breaking news and more for Honolulu, Big Island, Maui and Kauai counties. No paywall."
164,Civio,https://civio.es/,ES,Madrid,Europe/Madrid,es,,Civio es una organización sin ánimo de lucro que lucha contra la opacidad en las administraciones públicas y a favor de la rendición de cuentas y la transparencia a través del periodismo de datos.
