id,url,name,description
145124,https://poki.pt,Poki - Jogos Online Grátis - Jogue Agora!,"Descubra o mundo dos jogos online gratuitos com a Poki! Jogue instantaneamente, sem downloads, e apr"
145591,https://geracaobenfica.blogspot.pt,Novo Geração Benfica,
145760,https://tribalwars.com.pt,o clássico jogo de browser Tribos - jogue gratuitamente e online!,O Tribos é um clássico jogo popular em browser e dispositivos móveis com milhões de jogadores e uma 
148114,https://isel.pt,Home Page | Instituto Superior de Engenharia de Lisboa,
149306,https://gulbenkian.pt,Fundação Calouste Gulbenkian,A Fundação Calouste Gulbenkian destina-se a melhorar a qualidade de vida das pessoas através das art
152204,https://roche.pt,Roche Portugal,A Roche cria soluções inovadoras  de tratamento e diagnóstico que ajudam milhões de pessoas a nível 
154441,https://misterdocafe.blogspot.pt,Mister do Café,
155062,https://universo.pt,"Universo - Crédito, Cartão e Seguros Online.","Conta, pagamentos, compras online, descontos e muito mais possibilidades. Cartão Universo, a Nova Di"
155955,https://toysrus.pt,Loja de brinquedos e videojogos Online Toysrus | ToysRUs - Loja de brinquedos e videojogos. Loja de brinquedos online,"Biem-vind@s à ToysRUs, a loja de brinquedos online. Descobre o nosso amplo catálogo de produtos ao m"
157275,https://ptempresas.pt,"MEO Empresas | Pacotes, Voz, Internet e Soluções TI/SI","Conheça os melhores pacotes, equipamentos e soluções de negócio para profissionais e PME. Esteja a p"
159698,https://cartoonnetwork.pt,"Cartoon Network | Jogos On-line Grátis, Downloads e Vídeos para Crianças",Cartoon Network é a morada on-line dos desenhos animados favoritos dos seus fillhos - com os melhore
160053,https://portugal2020.pt,Home - PT2020,
160567,https://portalnacional.com.pt,Portal Nacional,"Aqui vai poder encontrar empresas, locais para ficar hospedado, restauração, entidades públicas, not"
161928,https://wrestling.pt,"Wrestling PT - O melhor da WWE, AEW e muito mais!","O Wrestling PT tem os melhores conteúdos da WWE (Raw, SmackDown, NXT), AEW (Dynamite, Rampage, Colli"
165204,https://canon.pt,"Câmaras digitais, objetivas, câmaras de vídeo e impressoras - Canon Portugal",Digitalize de forma eficiente e simplifique os seus fluxos de trabalho de documentos com os scanners
167122,https://mobibox.pt,Mobibox,
167186,https://azoresairlines.pt,Find the Best Airline Tickets | Azores Airlines SATA International,"Find cheap flights to Azores, Madeira, Cape Verde, USA, Canada and Europe with Azores Airlines! Disc"
167288,https://ispa.pt,"Ispa – Instituto Universitário - Psicologia, Biociências e Educação","Instituição de referência nas áreas da Psicologia, Biociências e Educação. Licenciaturas, Mestrados,"
167374,https://fct.pt,Fundação para a Ciência e a Tecnologia - FCT,A Fundação para a Ciência e a Tecnologia é a entidade governamental portuguesa responsável pelo fina
